date;temp
21/12/15;8.7
22/12/15;5.4
23/12/15;7.0
24/12/15;6.0
25/12/15;6.1
26/12/15;0.9
27/12/15;-4.2
28/12/15;-7.6
29/12/15;-9.0
30/12/15;0.6
31/12/15;1.7
